City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
258,Makurdi,NG,2020-05-13 19:43:21,7.74,8.51,83.16,73,100,5.88
259,Beni Mazar,EG,2020-05-13 19:43:21,28.5,30.8,83.91,15,100,18.41
260,Kloulklubed,PW,2020-05-13 19:43:21,7.04,134.26,78.8,94,75,8.97
261,Vila Velha,BR,2020-05-13 19:43:21,-20.33,-40.29,79.0,74,20,14.99
262,Pocri,PA,2020-05-13 19:43:21,8.27,-80.55,86.0,65,75,10.29
263,Calama,CL,2020-05-13 19:43:22,-22.47,-68.93,71.6,10,0,19.46
264,Tiksi,RU,2020-05-13 19:38:45,71.69,128.87,29.43,98,99,9.1
265,Murashi,RU,2020-05-13 19:43:22,59.4,48.96,38.84,86,100,12.28
266,Srednekolymsk,RU,2020-05-13 19:43:22,67.45,153.68,41.25,76,12,7.47
267,Sioux Lookout,CA,2020-05-13 19:43:22,50.1,-91.92,55.4,22,90,13.87
268,Adrar,MR,2020-05-13 19:43:22,20.5,-10.07,88.86,14,0,6.96
269,Marsabit,KE,2020-05-13 19:43:22,2.33,37.99,69.58,76,85,12.48
270,La Asuncion,VE,2020-05-13 19:43:22,11.03,-63.86,87.8,58,2,24.16
271,Anchorage,US,2020-05-13 19:41:26,61.22,-149.9,53.6,50,1,8.05
272,Benghazi,LY,2020-05-13 19:39:47,32.12,20.07,78.12,33,7,13.65
273,Vitim,RU,2020-05-13 19:43:23,59.45,112.56,29.07,91,0,3.0
274,Esperance,AU,2020-05-13 19:43:23,-33.87,121.9,59.0,58,93,20.8
275,Mangochi,MW,2020-05-13 19:43:23,-14.48,35.26,69.39,51,0,3.8
276,Mecca,SA,2020-05-13 19:39:02,21.43,39.83,89.19,30,61,2.33
277,Broome,US,2020-05-13 19:43:24,42.25,-75.83,54.0,34,1,14.99
278,Jaciara,BR,2020-05-13 19:43:24,-15.97,-54.97,80.28,82,2,1.99
279,Acari,PE,2020-05-13 19:43:24,-15.43,-74.62,74.73,56,100,8.05
280,Sokolo,ML,2020-05-13 19:43:24,14.73,-6.12,97.12,23,45,6.82
